sentence_id,hotel_id,city,sentence_text,aspect_gold,sentiment_gold,is_multi_aspect,notes
85929a07010c58c8_s003,4ba7bdc9b246,San Diego,Underground parking- at a daily charge- is very convenientThank you for the terrific review!,,,,
8ab2bf9e480477a2_s001,f6c6d40a783b,San Francisco,"When we were headed to our room in the elevator a guest made a comment that the rooms were small so we were expecting that when we opened the door, but were pleasantly suprised.",,,,
8ad3e7801c4a0147_s003,445d9279fa58,New Orleans,To call it a plus just because it has internet a pool and breakfast is a long shot.,,,,
8bc48f9820a05495_s003,7213d9173df3,San Diego,"For those traveling with small children, our room only had a shower. Our 2 yr.",,,,
8e8d31bc8b95b2c3_s012,4ba7bdc9b246,San Diego,"Later this spring we will continue the process with new bedding and window treatments, in addition to new lighting throughout the property.",,,,
972b79e4c492ea56_s000,5ac72eb101c1,Seattle,"I wanted to tell the manager wow that was a noisey toilet, wow that was a noisey heater!",,,,
98c8acc623a70323_s007,75334fbbe64c,New Orleans,Loved the wifi too!Thanks for choosing to stay with us at the St James Hotel in New Orleans.,,,,
9a7f4fd030eb2f77_s000,b115571efdc5,San Diego,I was very pleased with the room we stayed in.,,,,
a0bb9d5bb541453e_s016,84953c35a9d0,San Francisco,The website says parking is available but fails to mention it is either expensive valet or several blocks away.,,,,
b02d04e90bce4dc4_s013,75fef46b9663,Seattle,We're working to improve our Wi-Fi for the future.,,,,
b80392474c7133a5_s009,bfb10d66f821,Anaheim,The free parking is unusual for hotels in the area and appreciated.,,,,
baf2829d2a8301fa_s004,85a18ed72b1c,Dallas,The chair in my room (room 525) looked like a cat used it for a scratching post!!,,,,
c82f0d3622a3c7b2_s004,f6c6d40a783b,San Francisco,Annoying chain curtain on closet. Tiny bathroom.,,,,
c8b535cc071a1b2f_s003,1bb0433b9fb8,San Diego,"We had a corner room with bay view, which was nice.",,,,
c8dbee813894ba8f_s009,f6c6d40a783b,San Francisco,"The bathroom is slightly bigger than a closet, with no room or shelves to put your stuff.",,,,
cb9f94c59d15929f_s004,f6c6d40a783b,San Francisco,"Other hotels provide guests with a complementary mint on the pillow, Diva provide a temporary tattoo of the hotel logo.",,,,
d4a87fb3856ca577_s002,75334fbbe64c,New Orleans,"Got one room first, arrived to the room and there was a lot of luggage in the room.",,,,
db736cf01ab1627a_s003,445d9279fa58,New Orleans,"They have parking, for a charge, and we ere able to leave our car when we checked out until the afternoon. Very helpful.",,,,
ddabd8762e81b8f7_s003,445d9279fa58,New Orleans,There's hardly room for your toiletries and you have to remove them if you want to make coffee.,,,,
e0c23a7b7a812322_s011,1bb0433b9fb8,San Diego,The only issue or nuisance at the hotel was that the elevator doors open and close really fast.,,,,
e850e11d2a225644_s022,bfb10d66f821,Anaheim,You order what you want the night before and they pack it up for you the next morning so you can take it back to your room.,,,,
ec1e4396484d5f98_s004,75fef46b9663,Seattle,The only other option is street parking (move it by 8AM) or metered lot across the street.,,,,
ec4da99aa69944e8_s002,1bb0433b9fb8,San Diego,"It was comfortable and also very practical with a small sitting area, a couch, and a desk with views to the outside.",,,,
f1f6a9c7aa1c8d3c_s001,98bd44439ff5,Orlando,"Are very interested in clean, comfortable lodgings with a good start to the day with a great breakfast included in the room rate.",,,,
f4960e499c5acf38_s012,e0eeae8afde3,Orlando,Toilet ran- had to giggle the handle every time to stop water flow.,,,,
f86f504e58eb3990_s001,f6c6d40a783b,San Francisco,The amenities in the bathroom and the showers were top notch.,,,,
f96c1156a872de70_s005,d702791f5180,San Francisco,"The lobby is perfectly nice, did not smell, and I was very comfortable sitting there waiting for my ubers.",,,,
fcc5253f58ad2921_s002,98bd44439ff5,Orlando,The lady didn't even offer another room to shower in!,,,,
0e633054a15fe971_s007,98bd44439ff5,Orlando,And the jacuzzi was out of service.,,,,
0fb2665086639e10_s000,7213d9173df3,San Diego,Very Hilton-y. I know what to expect. Good service. Updated rooms.,,,,
118da29cf723849c_s001,f6c6d40a783b,San Francisco,Staff were friendly.,,,,
1b9ed32dbedd3249_s003,bd1ba974bf11,Atlanta,"The breakfast was very god with variety, and the valet was efficient and FAST!",,,,
22ddfcd6212d702b_s002,79c2d98fa1cb,Chicago,"The staff was very friendly, the rooms were clean comfortable.",,,,
260ed33340e4cf63_s016,e0eeae8afde3,Orlando,The staff at the hotel are lovely and friendly.,,,,
279b7514d187594e_s003,1bb0433b9fb8,San Diego,"From the front desk staff, to the valet staff to the bar staff (I believe his name was Nathan), everyone was superb and ensured all of my needs were met.",,,,
30d4c81010a302e8_s068,75334fbbe64c,New Orleans,Either way she told me shed send housekeeping and didn't.,,,,
30d4c81010a302e8_s079,75334fbbe64c,New Orleans,We waited a total of three hours for valet to bring my stomach medication,,,,
3235ff8cd81a8826_s005,e0eeae8afde3,Orlando,we were dismayed to find how easily the staff coud get assess to the safes in your room after our battery ran out and they took nearly 45mins to come up to our room (after repeated warning that we were in a hurry).,,,,
327d52910bc2a609_s004,75334fbbe64c,New Orleans,"again, the staff took very good care of our entire party.",,,,
37f16a287bf567ee_s016,75334fbbe64c,New Orleans,The service that you received is simply unacceptable.,,,,
4a2618194c2f4798_s006,445d9279fa58,New Orleans,The front desk staff was awesome and very informative.,,,,
4c9f3c3f7b8050e9_s001,75334fbbe64c,New Orleans,The reception staff was at best indifferent.,,,,
5280c62efa905992_s000,445d9279fa58,New Orleans,Tracy Robinson at the Front Desk was a gem.,,,,
57aabee8f813a19b_s001,79c2d98fa1cb,Chicago,Very friendly and knowledgeable about surrounding area.,,,,
57f04df19b0a6ec5_s006,4ba7bdc9b246,San Diego,I was greeted by a friendly staff at the front desk.,,,,
57f04df19b0a6ec5_s040,4ba7bdc9b246,San Diego,Room Service is provided by the neighboring restaurant Firehouse.,,,,
590b538e701e0032_s002,b115571efdc5,San Diego,We were provided with push lights upon check in.,,,,
6aa9190abb14fc73_s011,98bd44439ff5,Orlando,We grabbed our stuff went to front desk and told them.,,,,
6b820d4aaca4fba4_s000,7213d9173df3,San Diego,The hotel is clean and the staff was excellent.,,,,
6eda60bbb07c8e50_s007,4ba7bdc9b246,San Diego,The location is excellent for beach access although at night it's not exactly family friendly on the street side of the hotel.,,,,
737123e5789ac323_s006,75334fbbe64c,New Orleans,"The room - was vintage and not your typical square room (under the eaves - it was great actually), we had a balcony with table to sit and enjoy the evening with a bottle of wine (corkscrew supplied by front desk - thank you).",,,,
7d08537c9c9697d3_s008,75334fbbe64c,New Orleans,Great job to the staff at the St. James.,,,,
8a92e81b2a828ecf_s005,75334fbbe64c,New Orleans,Staff was very nice and helpful.,,,,
8cb0461386a27538_s006,72a9d2fbc96c,Atlanta,The concierge John always smiled and was so helpful.,,,,
8f411df3637a8b20_s004,75334fbbe64c,New Orleans,Right across the street was Bon Ton Cafe recommended to us by an employee.,,,,
8fdfb8e5f9719bea_s011,75fef46b9663,Seattle,"Real books, real stairs, and super friendly staff, we have it all!",,,,
97dc14426763ba0a_s003,d702791f5180,San Francisco,"The staff also was very helpful in getting cabs, shuttles, and directions.",,,,
9ab2d5e012fb6196_s000,98bd44439ff5,Orlando,"Our stay was okay, Staff was good, Breakfast was good, Pool was very nice, Rooms were pretty good for the price.",,,,
a1bfb4e5487884d9_s001,75334fbbe64c,New Orleans,(It was available for two other rooms and accessible via a hallway - but we saw no one else there except hotel staff - so it felt very private.)All requests quickly and pleasantly provided to us.,,,,
a4d8a2c9a2588b4b_s003,75334fbbe64c,New Orleans,"Her staff (Christy, asst.",,,,
a4d8a2c9a2588b4b_s006,75334fbbe64c,New Orleans,"After 3 phone calls, we finally speak to the GM -Jennifer, who said they could not honor the gift certificate bc no rooms were available!",,,,
b1d28a04b530d258_s004,75334fbbe64c,New Orleans,"A Great concierge , the others were okay.",,,,
b318e28bdef4af5f_s002,75334fbbe64c,New Orleans,We are incredibly happy that you found our staff to be friendly and helpful.,,,,
b4de79add004e8f3_s008,445d9279fa58,New Orleans,Bryant Faul General Manager,,,,
b646d1b44374b892_s010,f6c6d40a783b,San Francisco,Upon checkout the desk agent gave us a small (46 dollars to be exact) discount on our room for our inconvenience.,,,,
bbe082fd02763b95_s012,75334fbbe64c,New Orleans,"The hotel was decorated beautifully, the guest rooms were very accommodating and the beds were very comfortable.",,,,
bd1a68f75f458305_s016,bfb10d66f821,Anaheim,"Is it a luxury hotel, no, but the staff act like they work at one.",,,,
c82f0d3622a3c7b2_s007,f6c6d40a783b,San Francisco,No room service.,,,,
c8b535cc071a1b2f_s002,1bb0433b9fb8,San Diego,Friendly and helpful staff.,,,,
ca942f3ccecbf42a_s011,e0eeae8afde3,Orlando,The maid came in every day and spent quite a while in the rooms.,,,,
cfabd6b0026c0d4e_s001,f6c6d40a783b,San Francisco,"The service was the standout - all the staff we dealt with were professional, but also friendly and sometimes jovial - they seemed to enjoy working there which is always a good sign.",,,,
d28c403c0a83b33e_s005,4ba7bdc9b246,San Diego,The manager comes out to say hello,,,,
e957686295e19004_s002,9e8bc983cff4,Honolulu,"The very first day the concierge, Pamela, gave us some awesome suggestions on how to get...",,,,
f394757d3dcf0f8f_s002,445d9279fa58,New Orleans,We were welcomed by amazing jovial staff who were full of excellent suggestions for places to eat and visit.,,,,
f398f50221cad6cd_s002,75334fbbe64c,New Orleans,The location is prime and the staff are wonderful.,,,,
f3b08c0e9551b72c_s007,f6c6d40a783b,San Francisco,Staff was very friendly.,,,,
f61ac3fc25772ade_s003,445d9279fa58,New Orleans,Plus side receptionist helpful and kind.,,,,
f89bfe5d81c6b084_s006,445d9279fa58,New Orleans,Staff are very friendly and able to arrange the booking of various tourist attractions if required.,,,,
06ebb7d7792a3c37_s000,9e8bc983cff4,Honolulu,"nice place to stay on a budget, close to Waikiki, cafes and Ala Moana Shopping Center.",,,,
0f03b8a0fd64de27_s008,445d9279fa58,New Orleans,The price could have been better but that is always the case.,,,,
1af7dc7caf1a97a7_s004,75334fbbe64c,New Orleans,"and well priced!Dear Ross B,Thank you for taking the time to write a review about the St. James Hotel.",,,,
23cdc85d91520f94_s000,e0eeae8afde3,Orlando,"I'll start off by letting you all know that when travelling in the UK we usually stay in cheap hotels (Travelodge, Premier Inn etc) but this hotel is the pits.",,,,
270a0862c1fd5bc2_s002,f6c6d40a783b,San Francisco,"With complimentary sake, room service brunch, and the price, we will definitely be coming back.",,,,
30696fdfd1d780bd_s004,75334fbbe64c,New Orleans,"Dear cebkilifi,Thank you for the wonderful feedback regarding our cost, location, rooms, and staff.",,,,
33296cca18abafdd_s006,98bd44439ff5,Orlando,The suite was very spacious and affordable.,,,,
3b9bcb168979d92a_s002,445d9279fa58,New Orleans,We got a great deal and the room was beautiful.,,,,
3c97aeaedf483921_s000,f6c6d40a783b,San Francisco,Overpriced hotel for the quality they offer.,,,,
3ff50a4ce8922163_s005,d702791f5180,San Francisco,The price I paid for the hotel is just enough for the expectations.,,,,
4a2618194c2f4798_s003,445d9279fa58,New Orleans,Our room fronted the courtyard and was very nice for the rate we paid.,,,,
699ff1dbad47b5e8_s000,79c2d98fa1cb,Chicago,"Stayed for three nights with the UIC rate (169/night).The good:+ Comfortable, clean, spacious room+ Conveniently located to UIC and 5 minutes from Taylor street (lots of restaurant options)+ Friendly staff+ Reasonable fitness room - 6 pieces of cardio equipment and free weights with one bench+ Reasonably priced restaurant with good selection of options (for a hotel)The bad:+ Internet was wireless only and was not free - Marriott needs to differentiate itself by making this free across all of its brands.",,,,
6eda60bbb07c8e50_s012,4ba7bdc9b246,San Diego,No big deal but the water line tile is in need of replacement.,,,,
71c50fbf87afa9ed_s013,5ac72eb101c1,Seattle,"For those who dont know, Four Points is considered one of the budget brandings for Starwood.",,,,
726611b8aea07e1e_s000,75334fbbe64c,New Orleans,Previous stays have been elsewhere in the area but price increases encouraged us to look around for this trip.,,,,
74b97e3efce766fd_s003,75fef46b9663,Seattle,"It is more expensive than other nearby places, but it is so worth it.",,,,
75026b6ed229ecfd_s008,bfb10d66f821,Anaheim,We appreciate your business and value your honest feedback.,,,,
7689e874d3a835fd_s001,4ba7bdc9b246,San Diego,"I paid 370 per night for my room (reservations directly with the hotel), so based on the price and other reviews, I expected a pretty nice room.",,,,
773410cb8381abf1_s004,5ac72eb101c1,Seattle,I am an SPG member and booked one king room on points and booked a 2 bedroom suite at full rate.,,,,
7ae65bffdd44f228_s009,62fa571ddd54,San Diego,Next issue parking fee of 20/night.,,,,
7b86d768a0003b06_s007,f6c6d40a783b,San Francisco,"I saw some reviews complaining about this, however was no big deal at all to me.",,,,
7e07d839c553a5ac_s002,445d9279fa58,New Orleans,Breakfast saved a lot of time cost.,,,,
83b87649ba744010_s003,f6c6d40a783b,San Francisco,"Truly for the money you pay at this hotel and the location it is in, considering all the other mega hotels around it, it is totally worth it!",,,,
84c91d5b7c0b5139_s014,b115571efdc5,San Diego,"We strive to provide our guests with clean, comfortable accommodations at an affordable price.",,,,
8b7da03038b27133_s002,72a9d2fbc96c,Atlanta,"Although the rooming arrangements were complicated (some were self-pay, some were paid by a grant) the entire process went extremely smoothly.",,,,
8c673c68bc173d2d_s000,84953c35a9d0,San Francisco,Booked thru booking.com and got a great rate.,,,,
9205ee5a4427e9b6_s005,98bd44439ff5,Orlando,"We do apologize for the increase in price, but we it was necessary since we have renovated our property.",,,,
923ad2587b7f310c_s007,d30be52b2a2a,Dallas,"There was also the issue of how our room was being paid, we secured the deposit with a credit card, but when we got there, we wanted to pay with cash.",,,,
9636c634e6a11c14_s002,4ba7bdc9b246,San Diego,A little bit expensive given the category of the services.,,,,
965de65da6725ac5_s001,b115571efdc5,San Diego,The price to me was reasonable per night.,,,,
98c8acc623a70323_s004,75334fbbe64c,New Orleans,We paid 99 for one night in June.,,,,
9ba11c5292c85ae6_s004,75fef46b9663,Seattle,Be sure to ask for their medical rate.,,,,
9d3f39c87cc1ba03_s002,f6c6d40a783b,San Francisco,Diva maintains a funky vibe while being good value.,,,,
a3d7d7d17030976e_s005,79c2d98fa1cb,Chicago,The room was overpriced by about double for the property.,,,,
a3d9f6e9106d7759_s011,5ac72eb101c1,Seattle,We have brought this to the attention of our bartenders and front desk associates to ensure they all deliver consistent quality service to our guests.,,,,
aeecdc107fc6ff26_s010,e73773333429,Atlanta,They tried to charge me for items that I didn't buy.,,,,
afccee2642447fba_s007,5ac72eb101c1,Seattle,And not once has the hotel offered to compensate for the charges their mistake has made on my account and will continue to make until they put the money back into my account.,,,,
b0adbc83257df764_s004,b115571efdc5,San Diego,"A good value, not fancy but not bad.",,,,
b28ce0d152c11807_s006,75fef46b9663,Seattle,"Still, I thought the hotel was an excellent value for the money, and I would definitely stay there again.",,,,
c1fc69092404fcd5_s011,5ac72eb101c1,Seattle,"That walk was a bit much for my 5 year old, so we took a taxi the next time and paid about 15-20, I believe.",,,,
c8dbee813894ba8f_s011,f6c6d40a783b,San Francisco,The furniture is uncomfortable and cheap- the chair for the desk was broken and is not suitable for working.,,,,
c9e7e8769ff06792_s008,75fef46b9663,Seattle,"We currently offer a BB package which is very useful and a better value and by the end of July we are testing a coffee feature in our fireside lounge, for the busy morning period that will offer delicious and quick options, along with the Dunbar's regular sit down menu.",,,,
d00a65bae973b609_s008,f6c6d40a783b,San Francisco,Are you kidding For these prices You have to be nuts to stay anywhere else.,,,,
d3496e63a140fd88_s002,445d9279fa58,New Orleans,"I would have liked a little more fresh fruit, but the market isn't far so that wasn't a huge deal.",,,,
d58c047dc7d8f929_s006,445d9279fa58,New Orleans,"There is a parking charge of 20 a night, ouch!",,,,
e0db69e2e2738318_s002,98bd44439ff5,Orlando,Best price I found on that side of town.,,,,
e2865b741302ffce_s002,84953c35a9d0,San Francisco,"It was cheap, clean and had free Wi Fi.",,,,
f96c1156a872de70_s010,d702791f5180,San Francisco,"Overall, you stay at this hotel to spend less than 100 on a room in a very expensive city.",,,,
fc242f932b1b9e8c_s012,75334fbbe64c,New Orleans,"Plenty of better options around, for the same price.",,,,
fd03cf5a67937e1b_s007,79c2d98fa1cb,Chicago,I have shared your comments in regards to the price with the appropriate hotel staff.,,,,
0f03b8a0fd64de27_s001,445d9279fa58,New Orleans,We were really impressed with the staff at this location.,,,,
118da29cf723849c_s000,f6c6d40a783b,San Francisco,"Surrounding does not feel safe as there are many homeless people roaming around, especially when you are travelling alone Location was great.",,,,
164931693ae58a15_s007,bfb10d66f821,Anaheim,The staff was nice enough to tell us a shorter way over to Disney and we were in the parking lot in under 5 minutes.,,,,
2b0334f2b4b1a78a_s000,4ba7bdc9b246,San Diego,Great Location and clean rooms.,,,,
30d4c81010a302e8_s014,75334fbbe64c,New Orleans,Parking: Pro - Cheaper than other valet services at hotels in NOLA.,,,,
30d4c81010a302e8_s039,75334fbbe64c,New Orleans,"We noticed, same day when housekeeping was still cleaning rooms, or just generally had the doors open (I have no clue why) that not only were a majority of the rooms empty, but they had much better views and were almost double the size of ours.",,,,
375d8ee81ffac64b_s017,445d9279fa58,New Orleans,"Somehow the maid had skipped ours, but when we asked her to take care of it she did right away.",,,,
3cce7d20ec754239_s001,75334fbbe64c,New Orleans,"My wife I recently stayed there over our wedding weekend, and we were treated fantastically by the staff - setting us up with a particularly nice King Suite during our stay, and just generally making us feel as though we were truly at home.",,,,
3eb1d655f0c87913_s004,84953c35a9d0,San Francisco,"During that night, I didn't sleep more than 30 min. After complaining, they gave us a different room which was much better.",,,,
42137a86bbe6e437_s007,84953c35a9d0,San Francisco,"I do appreciate you taking the time to recognize our staff, the great deal you found online and to our convenient location.",,,,
4518e9b0cfe37353_s002,e0eeae8afde3,Orlando,"The breakfast is pretty poor but for the price what can you expect It's not the type of breakfast that you can have to aim to fill up for the day: coffee, juice (not real), cereal, toast, but it'll do.",,,,
485fdc7374128028_s005,75334fbbe64c,New Orleans,"We also had the pleasure of another front desk personally, Miss Danielle.",,,,
4c79519d3452ebda_s001,b115571efdc5,San Diego,Manager blamed Cox after desk clerk had me speak with someyahoo techie in New Jersey who I couldn't even understand. Smelly rooms.,,,,
57f04df19b0a6ec5_s021,4ba7bdc9b246,San Diego,The bathroom was fresh and remodeled (definitely new compared to the rest of the inn.,,,,
57f04df19b0a6ec5_s039,4ba7bdc9b246,San Diego,Breakfast ends at 10am.-- I was surprised to find that you could get room service at this little Inn!,,,,
58a03e970d581959_s006,bfb10d66f821,Anaheim,The front desk service for Check-In and Check-Out was friendly and helpful.,,,,
59fef9b11f60aa6a_s004,79c2d98fa1cb,Chicago,The front desk staff was great with directions and the shuttle driver will take you anywhere within about a mile of the hotel.,,,,
6120714af161e9a5_s005,f6c6d40a783b,San Francisco,The only fault was the delay in returning of vehicles from the Valet service but use this as an opportunity to grab a coffee and muffin from the Star Bucks just off the foyer.,,,,
6f75d80377121087_s001,445d9279fa58,New Orleans,"When we explained the management that we needed to stay on a budget as low as possible, preferring to share one room instead of booking two, they deliberately misunderstood us, charging us the room rate for two instead of one.",,,,
704f3445eb800e5b_s000,75334fbbe64c,New Orleans,This a cool old world style in a huge urban jungle the old world feel with breakfast room service of croissants and jelly to tge cool redbrick arches in the halls great location with in walking distance to the riverfront.frenchman street and Bourbon street great staff and a good value,,,,
7529080613ae30ff_s005,f6c6d40a783b,San Francisco,"Starbucks downstairs were always friendly too, and some very good, low price eating spots nearby.",,,,
75cd712953cb206b_s006,85a18ed72b1c,Dallas,Laurie at the front desk made me feel very welcome.,,,,
86c61810ea39cf14_s012,75fef46b9663,Seattle,We frequently utilized their free shuttle service to the downtown area.,,,,
8abae5978177545d_s012,4ba7bdc9b246,San Diego,"The staff at the desk were always there and ready to be helpful, a plus since this was my first time in San Diego.",,,,
8dfe3c21c77f022c_s005,75334fbbe64c,New Orleans,"Service is also great, ladies at the desk and concierge are all wonderful.",,,,
9638512aebb11e4f_s002,75334fbbe64c,New Orleans,The staff is on the money.,,,,
98c8acc623a70323_s003,75334fbbe64c,New Orleans,The room was nice and cool as well! Great price.,,,,
99eda9949dd60462_s001,e0eeae8afde3,Orlando,It was so dirty n the disk staff r v rude.,,,,
9bb9606134929856_s003,79c2d98fa1cb,Chicago,"That and the charge for internet access were the only negatives I experienced here, and I will admit that paying for internet access is a pet peeve of mine.",,,,
9d6d605e78b93362_s003,bd1ba974bf11,Atlanta,I also loved room service requests were filled immediately (extra towels).,,,,
a881315773d2f8c0_s007,75334fbbe64c,New Orleans,We went on a quiet week so we experienced no noise even though we were situated close to the elevator on the second floor.,,,,
ad743e818e8a1963_s003,4ba7bdc9b246,San Diego,"Some people complained about noise from the Firehouse Bar, but treat yourself to an ocean view or partial view and you won't have to worry about noise.",,,,
ae6c9544a312b308_s002,f6c6d40a783b,San Francisco,"The rooms were a bit small, and the bathrooms could do with a renovation, but otherwise I found our room to be quiet comfortable and clean.",,,,
afd2c3ff9f7fb08f_s004,9e8bc983cff4,Honolulu,We are so happy to hear that our staff was very helpful and friendly and the guest room met to your satisfaction.,,,,
b4d330936fc60c64_s000,75334fbbe64c,New Orleans,"The staff was amazing and friendly, I enjoyed having breakfast brought to my room despite the lack of choices.",,,,
b80392474c7133a5_s012,bfb10d66f821,Anaheim,I am glad that we were able to provide you with great customer service and that you reveled in the free parking and close restaurants.,,,,
b8ab501d50e55f95_s002,4ba7bdc9b246,San Diego,The front desk even checked us in online for our flight!,,,,
c0cfa5d546e4df3a_s022,84953c35a9d0,San Francisco,I'm delighted that took advantage of our location and neighborhood feel along with the wonderful interactions you had with the Housekeeping and Front desk staff.,,,,
c413e1a9f199709c_s008,b115571efdc5,San Diego,"We are glad you found our accommodations to be clean, comfortable and ideally located in the city.",,,,
c853e1650f949d22_s007,e0eeae8afde3,Orlando,At check in we were assigned room 207.,,,,
c853e1650f949d22_s023,e0eeae8afde3,Orlando,You can use your laptop near the pool.,,,,
c864e1ef12d4c28d_s005,4ba7bdc9b246,San Diego,The view is perfect and it's within easy walking distance of a million things to do.,,,,
d61938f864e19213_s001,f6c6d40a783b,San Francisco,"However, my room was located on the ground floor and my window faced a dark alley, so I didn't get any daylight.",,,,
d9a65fa8bdb87e07_s003,7213d9173df3,San Diego,"When I commented to the front desk clerk on checkout what a hassle this was, she said, Yeah. I know.",,,,
daff2592f3c3b6f3_s013,4ba7bdc9b246,San Diego,"On your next visit, if you'd like to be placed in the more quiet area of the hotel, please include it in your notes sections when booking your stay, we apologize for the unwanted noise level.",,,,
dd908c1c0146bf09_s001,445d9279fa58,New Orleans,The front desk was very accommodating once we arrived.,,,,
e8ac16238c6cb44a_s001,7213d9173df3,San Diego,Slight deltas: hotel phone handset was sticky (would have never had touched it but the front desk left a welcome message).,,,,
ea9b9306e7555824_s001,98bd44439ff5,Orlando,"The rooms were clean, the beds were comfortable and the breakfast amazing.",,,,
eb502decea6868f3_s001,f6c6d40a783b,San Francisco,The staff are friendly and helpful but it doesn't have any dining area.,,,,
ec1e4396484d5f98_s023,75fef46b9663,Seattle,"Save your money, walk 2 blocks up to Bartell Drugs for water and snacks.",,,,
eefa3b402d59a975_s014,75334fbbe64c,New Orleans,Chophouse steak house is accessible from the lobby.,,,,
ef836ca8df084779_s002,79c2d98fa1cb,Chicago,In room service- food was deliciious and promptly brought.,,,,
f06c47210d20df2f_s017,f6c6d40a783b,San Francisco,"Oh, and to top it all off, there wasn't a shower door, either - only half of the shower had a wall, so the other half let water out all over the floor.",,,,
f568e5595367785a_s002,9e8bc983cff4,Honolulu,But our room and the public spaces were clean...MoreAloha NWRaven from Vancouver: Thank you for staying with us.,,,,
f4960e499c5acf38_s016,e0eeae8afde3,Orlando,The bath towels were rough and the size of large hand towels.,,,,
c9f724dcfc1baf42_s005,f6c6d40a783b,San Francisco,Location is awesome.,,,,
d65bd3a60923d8b0_s007,445d9279fa58,New Orleans,Also the car park directly underneath the rooms was not good.,,,,
502c1425410f8f64_s003,75334fbbe64c,New Orleans,The street was nice and quiet at night.,,,,
b9d766b9d29b5f51_s003,75334fbbe64c,New Orleans,Nice to have breakfast delivered to the room each morning.,,,,
47e03bc14f0bb022_s002,f6c6d40a783b,San Francisco,The front desk staff was so nice and we had nice little chats with them.,,,,
4ab7f8ff6ed34fb8_s002,1bb0433b9fb8,San Diego,"With a modern lobby, courteous staff, spacious room with a magnificent view of the port and the USS Midway!",,,,
84269ccfc86e0d95_s001,75334fbbe64c,New Orleans,We were greeted and helped by a very nice receptionist who made us feel welcome.,,,,
