sentence_id,hotel_id,city,sentence_text,aspect_gold,sentiment_gold,is_multi_aspect,notes
b76c54e2be781bc9_s005,98bd44439ff5,Orlando,The front desk staff was pleasant and check-in was easy.,service,positive,0,
c2b4c5a2c6590002_s000,84953c35a9d0,San Francisco,"Spent 3 nights at the Vertigo and can't really find anything to complain about check in was quick easy and friendly, our room on floor 7 was clean, big enough for us and fairly quiet other than an italian couple who deemed it acceptable at 7am to laugh and chat at the top of their voices!",cleanliness;service;room_facilities;quiet_sleep,positive,1,The explicit overall judgment is strongly positive despite a minor noise issue.
c3e79b1b9a74c77e_s009,84953c35a9d0,San Francisco,He was able to put us in a room before check-in time (Which is at 3pm) we arrived around 11am.,service,positive,0,
dc862fa4af078739_s004,9e8bc983cff4,Honolulu,We are very glad to hear that we were able to play a roll in making your first trip to Hawaii enjoyable and apologize for any problem,service,positive,0,apology for problems but overall positive tone
dd908c1c0146bf09_s007,445d9279fa58,New Orleans,Requested a late check out which was granted while we piddle around town bc our flight was at 6:30.,service,positive,0,
df6918937fa1eee4_s001,cabad4abd2ba,Orlando,Their employees are courteous and anxious to serve.,service,positive,0,
e0eb47498dba499b_s007,75334fbbe64c,New Orleans,The customer service is non-existent.,service,negative,0,
ec1e4396484d5f98_s008,75fef46b9663,Seattle,Friendly gentleman served me.,service,positive,0,
f449a808fe28aa3a_s009,75334fbbe64c,New Orleans,Check out the Ruby Slipper for breakfast but go early or there will be a long line.,general,neutral,0,
f4960e499c5acf38_s007,e0eeae8afde3,Orlando,At check in we were assigned room 211.,service,neutral,0,
f86f504e58eb3990_s000,f6c6d40a783b,San Francisco,"Clean room, comfortable furniture, and good service.",cleanliness;service;room_facilities,positive,1,
f9c4e7ccd0e49b82_s002,75334fbbe64c,New Orleans,The service was exceptional.,service,positive,0,
06c153e589443bf6_s002,75334fbbe64c,New Orleans,The parking fee is high but is all over New Orleans in the Quarter.,location_transport,neutral,0,
07bd1ac65f8600bc_s002,75334fbbe64c,New Orleans,But they had the car ready very quickly so not that big a deal.,service,positive,0,
090fc87d2d6a375e_s014,f6c6d40a783b,San Francisco,"Finally, the clerk offered that if an email receipt was sufficient, that he could just take our keys and send the receipt.",service,neutral,0,
26ed7fa129873153_s000,b115571efdc5,San Diego,"An older motel, but okay you get what you pay for.",value,neutral,0,"Describes hotel as older but acceptable for the price, focusing on value proposition."
270a0862c1fd5bc2_s002,f6c6d40a783b,San Francisco,"With complimentary sake, room service brunch, and the price, we will definitely be coming back.",value,positive,0,
28b6c1c80bfd2f55_s007,7213d9173df3,San Diego,"Breakfast had many items but lacked quality: the only good things we found were yoghurt and fresh fruit, cooked food was poor.",general,negative,0,
29d2bdcea458aad1_s001,7213d9173df3,San Diego,"For the money, you can't beat Hampton Inn Mission Valley.",value,positive,0,
2cf893df960dddab_s000,bfb10d66f821,Anaheim,Staying at TownePlace Suites was the best decision ever!,general,positive,0,
30d4c81010a302e8_s103,75334fbbe64c,New Orleans,"I asked if my valet fee could be refunded, as nobody had offered yet.",service,negative,0,
35e96f5117ddeccc_s005,75334fbbe64c,New Orleans,but the extra price I had to pay for being in this room versus the room my friends stayed in was substantial and the only difference was we had a patio door leading to a pool we could not use.,value,negative,0,
37724c3ad7c6137e_s002,75334fbbe64c,New Orleans,Cost of rooms booked directly by hotel was very reasonable.,value,positive,0,
442d1d9ec6d72854_s001,bfb10d66f821,Anaheim,It was a very nice room for the price.,value,positive,0,
446fe4eb31b44e7a_s002,98bd44439ff5,Orlando,"They will eventually loose Brenda at a high pay waitress job, as she can do it.",general,unclear,0,Fragmentary remark that does not stably evaluate a hotel aspect.
4b08c4d5664e4f9f_s003,4ba7bdc9b246,San Diego,"Patrick was a great resource and helped with directions, recommendations for eateries, and where to find cheap bike rentals.",service,positive,0,
4ff61b79c261e7e4_s002,79c2d98fa1cb,Chicago,Marriott just needs to spend some money updating.,room_facilities,negative,0,
53933b6bd4c89715_s000,98bd44439ff5,Orlando,Exelent hotel with a good location for vacations or business withh a good price and service.,location_transport;service;value,positive,1,
58a03e970d581959_s008,bfb10d66f821,Anaheim,"During our stay, we paid 113 per night for the AAA rate.",value,neutral,0,
5a274407c3e7c205_s011,f6c6d40a783b,San Francisco,"How we got the best rate: 229 New Year's Eve, 129 Jan 1st.",value,neutral,0,
63352ac5075b9cc3_s007,d702791f5180,San Francisco,but it's the principle of it that hurts us more than the money! Shysters!,value,negative,0,
64a198c9f6ff9412_s027,79c2d98fa1cb,Chicago,Finally just said Take the charge off now.,service,negative,0,
6b37d1f2b85f4422_s003,5ac72eb101c1,Seattle,The Wednesday night grill they include with the local brews deal is more than enough to make a dinner out of as well.,value,positive,0,The included grill and brews deal is best treated as a value positive.
6b49e4f8284fad82_s000,f6c6d40a783b,San Francisco,Location and overall quality are good.,location_transport,positive,0,Specific location evidence is retained; generic overall quality is ignored.
6d6f23f0f75a0bdd_s001,e0eeae8afde3,Orlando,hotel is what you pay for ...,value,neutral,0,
726611b8aea07e1e_s000,75334fbbe64c,New Orleans,Previous stays have been elsewhere in the area but price increases encouraged us to look around for this trip.,value,neutral,0,
7afe62e99779e33a_s010,4ba7bdc9b246,San Diego,Underground parking that cost 15 a day.,location_transport,neutral,0,
7b778ae3726c7e0a_s002,f6c6d40a783b,San Francisco,"When we arrived, our room was one of a smaller size, which the staff checking us in told us would be able to upgraded at no charge to us because we were staying so long!",service;room_facilities,positive,1,
85929a07010c58c8_s003,4ba7bdc9b246,San Diego,Underground parking- at a daily charge- is very convenient,location_transport,positive,0,
8b7da03038b27133_s002,72a9d2fbc96c,Atlanta,"Although the rooming arrangements were complicated (some were self-pay, some were paid by a grant) the entire process went extremely smoothly.",service,positive,0,
8ca4d38a9dbaa0a0_s001,4ba7bdc9b246,San Diego,"Price is right, clean rooms with great parking.",location_transport;cleanliness;value,positive,1,
97340f6cade5edb2_s001,98bd44439ff5,Orlando,The rates are excellent compared to other hotels in the area and the location very convenient for our purposes.,location_transport;value,positive,1,
9d3f39c87cc1ba03_s001,f6c6d40a783b,San Francisco,Many places are old or expensive.,value,negative,0,
9d3f39c87cc1ba03_s002,f6c6d40a783b,San Francisco,Diva maintains a funky vibe while being good value.,value,positive,0,
a12d9652ed79601f_s002,75334fbbe64c,New Orleans,"if you ask the desk to get you a cab they cost the same as if you had got your own which i thought was good.if your into rock / punk make sure you visit the dungeon bar in the french quarter it has great drink and the bar staff are lovely,we went in regular and they always liked to have a good chat with us.",location_transport;service;value,positive,1,Desk help and cab pricing support service and value; nearby bar advice supports location.
a3d7d7d17030976e_s006,79c2d98fa1cb,Chicago,"Breakfast was fine, the buffet is priced similarly to other Marriotts.",value,neutral,0,Food is ignored; the stable core signal is price comparison.
a58ec70cab72b459_s007,84953c35a9d0,San Francisco,The only complaint: We were offered a breakfast with our rate and the yogurt was warm.,general,negative,0,Breakfast-only complaint; the rate mention is only background.
aeecdc107fc6ff26_s010,e73773333429,Atlanta,They tried to charge me for items that I didn't buy.,service,negative,0,
b28ce0d152c11807_s006,75fef46b9663,Seattle,"Still, I thought the hotel was an excellent value for the money, and I would definitely stay there again.",value,positive,0,
c1fc69092404fcd5_s000,5ac72eb101c1,Seattle,The Four Points was a great hotel choice for my family of 4.,general,positive,0,
c65bb64c0f7884f3_s001,cabad4abd2ba,Orlando,"The hotel, being a Plus hotel didn't seem any better than a run of the mill Best Western.",value,negative,0,
c8dbee813894ba8f_s015,f6c6d40a783b,San Francisco,I went there via the secret hotel option on Travelocity - the hotel calls itself 3 1/2 stars.,general,neutral,0,
ce7f09356d9f6c99_s000,bd1ba974bf11,Atlanta,We took Marta from the airport and rented a car the following day downtown to save a lot of money.,location_transport,neutral,0,
d38931abb490415e_s000,f6c6d40a783b,San Francisco,"When pricing hotels, don't forget about the 50/night parking fee and the resort fee for this hotel.",value,negative,0,"Mentions specific extra fees (parking, resort) as a cost consideration."
d61938f864e19213_s003,f6c6d40a783b,San Francisco,"The hotel and service were great otherwise, I guess I got a bad room and no discount on it, so for me it wasn't worth the high price.",service;room_facilities;value,negative,1,The final judgment is that the bad room was not worth the high price.
ec54e73d8395978f_s001,75334fbbe64c,New Orleans,We found a good deal online for St. James Hotel.,value,positive,0,
f1f6a9c7aa1c8d3c_s001,98bd44439ff5,Orlando,"Are very interested in clean, comfortable lodgings with a good start to the day with a great breakfast included in the room rate.",general,neutral,0,Preference-like fragment rather than a stable evaluation of a hotel stay.
fc242f932b1b9e8c_s008,75334fbbe64c,New Orleans,"And than, the following morning, around the time that you ask, give or take 15 min, a person will bring in one pot of look warm, undrinkable, coffee, and one pre-hitted (by microwave) croissant, with a tiny piece of cheap butter and a tiny jar of jam.",general,negative,0,Food-only breakfast complaint stays in general.
0f03b8a0fd64de27_s001,445d9279fa58,New Orleans,We were really impressed with the staff at this location.,service,positive,0,
118da29cf723849c_s000,f6c6d40a783b,San Francisco,"Surrounding does not feel safe as there are many homeless people roaming around, especially when you are travelling alone Location was great.",location_transport,unclear,0,Safety concern and location praise conflict within the same aspect.
164931693ae58a15_s007,bfb10d66f821,Anaheim,The staff was nice enough to tell us a shorter way over to Disney and we were in the parking lot in under 5 minutes.,service,positive,0,
2b0334f2b4b1a78a_s000,4ba7bdc9b246,San Diego,Great Location and clean rooms.,location_transport;cleanliness,positive,1,
30d4c81010a302e8_s014,75334fbbe64c,New Orleans,Parking: Pro - Cheaper than other valet services at hotels in NOLA.,location_transport,positive,0,
30d4c81010a302e8_s039,75334fbbe64c,New Orleans,"We noticed, same day when housekeeping was still cleaning rooms, or just generally had the doors open (I have no clue why) that not only were a majority of the rooms empty, but they had much better views and were almost double the size of ours.",room_facilities,negative,0,Complains about room size and view compared to other rooms.
375d8ee81ffac64b_s017,445d9279fa58,New Orleans,"Somehow the maid had skipped ours, but when we asked her to take care of it she did right away.",service,positive,0,Initial negative situation (room skipped) resolved positively by staff action.
3cce7d20ec754239_s001,75334fbbe64c,New Orleans,"My wife I recently stayed there over our wedding weekend, and we were treated fantastically by the staff - setting us up with a particularly nice King Suite during our stay, and just generally making us feel as though we were truly at home.",service,positive,0,
3eb1d655f0c87913_s004,84953c35a9d0,San Francisco,"During that night, I didn't sleep more than 30 min. After complaining, they gave us a different room which was much better.",service;quiet_sleep,negative,1,Severe sleep loss dominates despite later service recovery.
42137a86bbe6e437_s007,84953c35a9d0,San Francisco,"I do appreciate you taking the time to recognize our staff, the great deal you found online and to our convenient location.",location_transport;service;value,positive,1,
4518e9b0cfe37353_s002,e0eeae8afde3,Orlando,"The breakfast is pretty poor but for the price what can you expect It's not the type of breakfast that you can have to aim to fill up for the day: coffee, juice (not real), cereal, toast, but it'll do.",general,negative,0,Breakfast-only complaint stays in general.
485fdc7374128028_s005,75334fbbe64c,New Orleans,"We also had the pleasure of another front desk personally, Miss Danielle.",service,positive,0,
4c79519d3452ebda_s001,b115571efdc5,San Diego,Manager blamed Cox after desk clerk had me speak with someyahoo techie in New Jersey who I couldn't even understand. Smelly rooms.,cleanliness;service,negative,1,
57f04df19b0a6ec5_s021,4ba7bdc9b246,San Diego,The bathroom was fresh and remodeled (definitely new compared to the rest of the inn.,room_facilities,positive,0,
57f04df19b0a6ec5_s039,4ba7bdc9b246,San Diego,Breakfast ends at 10am.-- I was surprised to find that you could get room service at this little Inn!,general,positive,0,
58a03e970d581959_s006,bfb10d66f821,Anaheim,The front desk service for Check-In and Check-Out was friendly and helpful.,service,positive,0,
59fef9b11f60aa6a_s004,79c2d98fa1cb,Chicago,The front desk staff was great with directions and the shuttle driver will take you anywhere within about a mile of the hotel.,service,positive,0,
6120714af161e9a5_s005,f6c6d40a783b,San Francisco,The only fault was the delay in returning of vehicles from the Valet service but use this as an opportunity to grab a coffee and muffin from the Star Bucks just off the foyer.,service,negative,0,
6f75d80377121087_s001,445d9279fa58,New Orleans,"When we explained the management that we needed to stay on a budget as low as possible, preferring to share one room instead of booking two, they deliberately misunderstood us, charging us the room rate for two instead of one.",service;value,negative,1,
704f3445eb800e5b_s000,75334fbbe64c,New Orleans,This a cool old world style in a huge urban jungle the old world feel with breakfast room service of croissants and jelly to tge cool redbrick arches in the halls great location with in walking distance to the riverfront.frenchman street and Bourbon street great staff and a good value,location_transport;service;value,positive,1,
7529080613ae30ff_s005,f6c6d40a783b,San Francisco,"Starbucks downstairs were always friendly too, and some very good, low price eating spots nearby.",location_transport,positive,0,
75cd712953cb206b_s006,85a18ed72b1c,Dallas,Laurie at the front desk made me feel very welcome.,service,positive,0,
86c61810ea39cf14_s012,75fef46b9663,Seattle,We frequently utilized their free shuttle service to the downtown area.,location_transport,positive,0,
8abae5978177545d_s012,4ba7bdc9b246,San Diego,"The staff at the desk were always there and ready to be helpful, a plus since this was my first time in San Diego.",service,positive,0,
8dfe3c21c77f022c_s005,75334fbbe64c,New Orleans,"Service is also great, ladies at the desk and concierge are all wonderful.",service,positive,0,
9638512aebb11e4f_s002,75334fbbe64c,New Orleans,The staff is on the money.,service,positive,0,
98c8acc623a70323_s003,75334fbbe64c,New Orleans,The room was nice and cool as well! Great price.,room_facilities;value,positive,1,
99eda9949dd60462_s001,e0eeae8afde3,Orlando,It was so dirty n the disk staff r v rude.,cleanliness;service,negative,1,
9bb9606134929856_s003,79c2d98fa1cb,Chicago,"That and the charge for internet access were the only negatives I experienced here, and I will admit that paying for internet access is a pet peeve of mine.",room_facilities,negative,0,
9c0bcdc0f4368d68_s002,4ba7bdc9b246,San Diego,"Rooms are good, clean and great customer service.",cleanliness;service,positive,1,
9d6d605e78b93362_s003,bd1ba974bf11,Atlanta,I also loved room service requests were filled immediately (extra towels).,service,positive,0,
a881315773d2f8c0_s007,75334fbbe64c,New Orleans,We went on a quiet week so we experienced no noise even though we were situated close to the elevator on the second floor.,quiet_sleep,positive,0,
a9c47ae83e4791ba_s005,75334fbbe64c,New Orleans,"The room was clean, large and comfortable.",room_facilities,positive,0,
ad743e818e8a1963_s003,4ba7bdc9b246,San Diego,"Some people complained about noise from the Firehouse Bar, but treat yourself to an ocean view or partial view and you won't have to worry about noise.",location_transport;quiet_sleep,positive,1,"The sentence ends with a reassuring solution, so the overall takeaway is positive."
ae6c9544a312b308_s002,f6c6d40a783b,San Francisco,"The rooms were a bit small, and the bathrooms could do with a renovation, but otherwise I found our room to be quiet comfortable and clean.",cleanliness;room_facilities;quiet_sleep,positive,1,The final clause gives an overall positive room judgment despite smaller drawbacks.
b4d330936fc60c64_s000,75334fbbe64c,New Orleans,"The staff was amazing and friendly, I enjoyed having breakfast brought to my room despite the lack of choices.",service,positive,0,Breakfast mention is secondary to service praise.
b80392474c7133a5_s012,bfb10d66f821,Anaheim,I am glad that we were able to provide you with great customer service and that you reveled in the free parking and close restaurants.,location_transport;service,positive,1,
b8ab501d50e55f95_s002,4ba7bdc9b246,San Diego,The front desk even checked us in online for our flight!,service,positive,0,
c0cfa5d546e4df3a_s022,84953c35a9d0,San Francisco,I'm delighted that took advantage of our location and neighborhood feel along with the wonderful interactions you had with the Housekeeping and Front desk staff.,location_transport;service,positive,1,
c413e1a9f199709c_s008,b115571efdc5,San Diego,"We are glad you found our accommodations to be clean, comfortable and ideally located in the city.",location_transport;cleanliness,positive,1,
c853e1650f949d22_s007,e0eeae8afde3,Orlando,At check in we were assigned room 207.,service,neutral,0,
c853e1650f949d22_s013,e0eeae8afde3,Orlando,"Shower was moldy, pipes were loud, and pressure/temperature would vary greatly during your shower.",cleanliness;room_facilities;quiet_sleep,negative,1,"Mold relates to cleanliness, pipes and pressure/temperature relate to room facilities, loudness relates to quiet sleep."
c853e1650f949d22_s023,e0eeae8afde3,Orlando,You can use your laptop near the pool.,room_facilities,neutral,0,
c864e1ef12d4c28d_s005,4ba7bdc9b246,San Diego,The view is perfect and it's within easy walking distance of a million things to do.,location_transport,positive,0,
d3496e63a140fd88_s000,445d9279fa58,New Orleans,"We got in late due to car trouble during our honeymoon road trip, and not only did Robert and the rest of the wonderful front desk staff save us a parking spot and greet us warmly, they upgraded us to a suite for our stay!",service,positive,0,
d3496e63a140fd88_s002,445d9279fa58,New Orleans,"I would have liked a little more fresh fruit, but the market isn't far so that wasn't a huge deal.",location_transport,neutral,0,Mentions a minor food preference but the core statement is about proximity to a market.
d61938f864e19213_s001,f6c6d40a783b,San Francisco,"However, my room was located on the ground floor and my window faced a dark alley, so I didn't get any daylight.",room_facilities,negative,0,
d9a65fa8bdb87e07_s003,7213d9173df3,San Diego,"When I commented to the front desk clerk on checkout what a hassle this was, she said, Yeah. I know.",service,negative,0,
daff2592f3c3b6f3_s013,4ba7bdc9b246,San Diego,"On your next visit, if you'd like to be placed in the more quiet area of the hotel, please include it in your notes sections when booking your stay, we apologize for the unwanted noise level.",quiet_sleep,negative,0,"Sentence is an apology/explanation for noise, implying a problem with quietness."
dd908c1c0146bf09_s001,445d9279fa58,New Orleans,The front desk was very accommodating once we arrived.,service,positive,0,
e2865b741302ffce_s002,84953c35a9d0,San Francisco,"It was cheap, clean and had free Wi Fi.",cleanliness;room_facilities;value,positive,1,
e8ac16238c6cb44a_s001,7213d9173df3,San Diego,Slight deltas: hotel phone handset was sticky (would have never had touched it but the front desk left a welcome message).,room_facilities,negative,0,
ea9b9306e7555824_s001,98bd44439ff5,Orlando,"The rooms were clean, the beds were comfortable and the breakfast amazing.",cleanliness;room_facilities,positive,1,"Breakfast comment is positive but not a core aspect, so it is ignored for labeling."
eb502decea6868f3_s001,f6c6d40a783b,San Francisco,The staff are friendly and helpful but it doesn't have any dining area.,service;room_facilities,negative,1,The but-clause makes the missing dining area the dominant takeaway.
ec1e4396484d5f98_s023,75fef46b9663,Seattle,"Save your money, walk 2 blocks up to Bartell Drugs for water and snacks.",value,negative,0,
eefa3b402d59a975_s014,75334fbbe64c,New Orleans,Chophouse steak house is accessible from the lobby.,location_transport,neutral,0,
ef836ca8df084779_s002,79c2d98fa1cb,Chicago,In room service- food was deliciious and promptly brought.,service,positive,0,Food quality is ignored; prompt delivery is a service positive.
f06c47210d20df2f_s017,f6c6d40a783b,San Francisco,"Oh, and to top it all off, there wasn't a shower door, either - only half of the shower had a wall, so the other half let water out all over the floor.",room_facilities,negative,0,
