query_id,group_id,hotel_id,aspect,sentence_id,reason_text,citation_exists,in_current_evidence_pack,support_score,notes
q001,B_peft_4b_grounded,bfb10d66f821,location_transport,68d99b391b76ab76_s000,位置交通非常便利，靠近Honda Center、Anaheim体育场和餐厅。,1,1,2,
q002,B_peft_4b_grounded,bfb10d66f821,cleanliness,748a79568a9e9fa0_s002,房间干净舒适。,1,1,2,
q002,B_peft_4b_grounded,bfb10d66f821,location_transport,68d99b391b76ab76_s000,位置交通便利，靠近体育场。,1,1,2,
q003,B_peft_4b_grounded,bfb10d66f821,quiet_sleep,a50fcbdf6353e969_s010,要求换到安静区域后，整晚都很安静。,1,1,2,
q003,B_peft_4b_grounded,bfb10d66f821,service,2243716f0809f255_s002,员工友好且乐于助人。,1,1,2,
q006,B_peft_4b_grounded,72a9d2fbc96c,cleanliness,e22a5ff4dbceef13_s002,房间非常干净舒适。,1,1,2,
q006,B_peft_4b_grounded,72a9d2fbc96c,cleanliness,4f7e030a6132d7b7_s000,酒店整体卫生状况很好。,1,1,2,
q006,B_peft_4b_grounded,bd1ba974bf11,cleanliness,a9b0347bca5861dc_s001,房间非常干净且舒适。,1,1,2,
q006,B_peft_4b_grounded,bd1ba974bf11,cleanliness,789e445a28355d5c_s004,酒店始终保持清洁。,1,1,2,
q007,B_peft_4b_grounded,72a9d2fbc96c,cleanliness,e22a5ff4dbceef13_s002,房间非常干净舒适。,1,1,2,
q007,B_peft_4b_grounded,72a9d2fbc96c,service,4f7e030a6132d7b7_s005,前台总是友好欢迎。,1,1,2,
q007,B_peft_4b_grounded,bd1ba974bf11,cleanliness,a9b0347bca5861dc_s001,房间非常干净舒适。,1,1,2,
q007,B_peft_4b_grounded,bd1ba974bf11,service,877849bcb709f0bd_s002,员工都很友好 helpful。,1,1,2,
q008,B_peft_4b_grounded,e73773333429,quiet_sleep,9eb6d3fc17f2c35f_s004,环境安静舒适，利于睡眠。,1,1,2,
q008,B_peft_4b_grounded,e73773333429,room_facilities,9eb6d3fc17f2c35f_s003,房间宽敞现代，设施完善。,1,1,2,
q011,B_peft_4b_grounded,79c2d98fa1cb,service,a9b31551cfbd228d_s000,员工在入住时友好，且服务整体不错。,1,1,2,
q011,B_peft_4b_grounded,79c2d98fa1cb,service,58dc0b366217a240_s014,入住流程顺畅，服务体验良好。,1,1,2,
q011,B_peft_4b_grounded,7669c6fc99e7,service,70f5d5d92e74cd50_s002,前台员工非常友好且乐于助人。,1,1,2,
q011,B_peft_4b_grounded,7669c6fc99e7,service,26297e902507438d_s002,工作人员提供 helpful 建议，服务很棒。,1,1,2,
q012,B_peft_4b_grounded,79c2d98fa1cb,service,a9b31551cfbd228d_s000,服务友好且入住流程顺畅。,1,1,2,
q012,B_peft_4b_grounded,79c2d98fa1cb,room_facilities,c406dcc729c5503f_s002,房间空间适中，浴室整洁。,1,1,2,
q012,B_peft_4b_grounded,7669c6fc99e7,service,70f5d5d92e74cd50_s002,工作人员热情且乐于助人。,1,1,2,
q012,B_peft_4b_grounded,7669c6fc99e7,room_facilities,60c4e5df8c859e75_s000,房间舒适，视野开阔。,1,1,2,
q016,B_peft_4b_grounded,85a18ed72b1c,room_facilities,9a164e5741f44370_s000,房间装饰干净舒适，床铺也很舒服。,1,1,2,
q016,B_peft_4b_grounded,85a18ed72b1c,room_facilities,359df474d75da2a1_s010,房间设施齐全，满足基本需求。,1,1,2,
q016,B_peft_4b_grounded,d30be52b2a2a,room_facilities,e2c6fdca4d0b4650_s002,房间空间大，布局合理。,1,1,2,
q016,B_peft_4b_grounded,d30be52b2a2a,room_facilities,923ad2587b7f310c_s000,房间尺寸很大，住着很宽敞。,1,1,2,
q017,B_peft_4b_grounded,85a18ed72b1c,room_facilities,9a164e5741f44370_s000,房间设施完善，床铺舒适。,1,1,2,
q017,B_peft_4b_grounded,85a18ed72b1c,quiet_sleep,74253f6620c5c202_s005,房间安静，适合睡眠。,1,1,2,
q018,B_peft_4b_grounded,d30be52b2a2a,value,f5b07d7fd5826db0_s008,价格合理。,1,1,2,
q018,B_peft_4b_grounded,d30be52b2a2a,quiet_sleep,e2c6fdca4d0b4650_s003,整体休息环境不错。,1,1,2,
q018,B_peft_4b_grounded,85a18ed72b1c,value,,无直接证据支持性价比。,0,0,0,
q018,B_peft_4b_grounded,85a18ed72b1c,quiet_sleep,74253f6620c5c202_s005,房间安静。,1,1,2,
q022,B_peft_4b_grounded,9e8bc983cff4,value,63e33c9ade80d177_s000,价格合理，符合 Waikiki 标准。,1,1,2,
q022,B_peft_4b_grounded,9e8bc983cff4,value,d3d67f7d7ce5c6a6_s000,价格对 Waikiki 来说不错。,1,1,2,
q026,B_peft_4b_grounded,75334fbbe64c,value,bfadf45508eb134c_s000,客人认为酒店价格合适且物有所值。,1,1,2,
q026,B_peft_4b_grounded,75334fbbe64c,value,502c1425410f8f64_s001,客人强调酒店性价比很高。,1,1,2,
q026,B_peft_4b_grounded,445d9279fa58,value,71affa8502040f0d_s000,客人在法国区以合理价格获得优质服务。,1,1,2,
q026,B_peft_4b_grounded,445d9279fa58,value,74fb427c464da0e5_s005,客人称这是法国区最好的交易。,1,1,2,
q027,B_peft_4b_grounded,75334fbbe64c,location_transport,e0eb47498dba499b_s006,位置极佳，步行可达主要景点。,1,1,2,
q027,B_peft_4b_grounded,75334fbbe64c,value,bfadf45508eb134c_s000,性价比高，物有所值。,1,1,2,
q027,B_peft_4b_grounded,445d9279fa58,location_transport,667beb34e7d7221a_s000,位置便利，步行即可到达核心区域。,1,1,2,
q027,B_peft_4b_grounded,445d9279fa58,value,74fb427c464da0e5_s005,价格合理，是法国区内的最佳选择。,1,1,2,
q028,B_peft_4b_grounded,445d9279fa58,quiet_sleep,32028f96838e6cc4_s013,房间安静，适合睡眠。,1,1,2,
q028,B_peft_4b_grounded,445d9279fa58,cleanliness,4acc930bd656557d_s002,卫生干净。,1,1,2,
q028,B_peft_4b_grounded,75334fbbe64c,quiet_sleep,f398f50221cad6cd_s000,环境安静，休息好。,1,1,2,
q028,B_peft_4b_grounded,75334fbbe64c,cleanliness,40aafea769bc74aa_s001,房间整洁。,1,1,2,
q031,B_peft_4b_grounded,e0eeae8afde3,location_transport,260ed33340e4cf63_s005,位置极佳，步行可达多家餐厅且可乘公交前往 Orlando 各地。,1,1,2,
q031,B_peft_4b_grounded,e0eeae8afde3,location_transport,c853e1650f949d22_s029,可步行至众多餐厅，并乘坐公交前往 Orlando 任何地方。,1,1,2,
q031,B_peft_4b_grounded,98bd44439ff5,location_transport,d84997daa278ff03_s000,位置便利，可轻松前往 Orlando 各个区域。,1,1,2,
q031,B_peft_4b_grounded,98bd44439ff5,location_transport,0389b211be86be67_s000,靠近 Orlando Sanford 国际机场，交通十分方便。,1,1,2,
q032,B_peft_4b_grounded,98bd44439ff5,cleanliness,46202b133789e043_s000,房间非常干净。,1,1,2,
q032,B_peft_4b_grounded,98bd44439ff5,location_transport,0389b211be86be67_s000,位置交通便利，靠近机场。,1,1,2,
q032,B_peft_4b_grounded,e0eeae8afde3,cleanliness,4518e9b0cfe37353_s001,房间干净舒适。,1,1,2,
q032,B_peft_4b_grounded,e0eeae8afde3,location_transport,260ed33340e4cf63_s005,位置极佳，可步行至餐厅并乘公交前往 Orlando 各地。,1,1,2,
q033,B_peft_4b_grounded,e0eeae8afde3,service,260ed33340e4cf63_s016,员工友好亲切。,1,1,2,
q033,B_peft_4b_grounded,e0eeae8afde3,service,6d6f23f0f75a0bdd_s003,工作人员态度很好。,1,1,2,
q036,B_peft_4b_grounded,4ba7bdc9b246,cleanliness,be90326d3c9cf0f5_s004,房间干净舒适。,1,1,2,
q036,B_peft_4b_grounded,4ba7bdc9b246,cleanliness,daff2592f3c3b6f3_s003,房间和酒店都很整洁。,1,1,2,
q036,B_peft_4b_grounded,7213d9173df3,cleanliness,e8ac16238c6cb44a_s000,房间干净。,1,1,2,
q036,B_peft_4b_grounded,7213d9173df3,cleanliness,627cc84e2e9930bd_s010,酒店和房间都很干净。,1,1,2,
q037,B_peft_4b_grounded,4ba7bdc9b246,cleanliness,be90326d3c9cf0f5_s004,房间干净舒适。,1,1,2,
q037,B_peft_4b_grounded,4ba7bdc9b246,service,7689e874d3a835fd_s000,工作人员友好且乐于助人。,1,1,2,
q037,B_peft_4b_grounded,7213d9173df3,cleanliness,e8ac16238c6cb44a_s000,房间干净整洁。,1,1,2,
q037,B_peft_4b_grounded,7213d9173df3,service,627cc84e2e9930bd_s024,酒店员工非常友好 helpful。,1,1,2,
q038,B_peft_4b_grounded,62fa571ddd54,quiet_sleep,a8bd10563da4a4ba_s006,房间安静，交通噪音不影响睡眠。,1,1,1,
q038,B_peft_4b_grounded,62fa571ddd54,room_facilities,7ae65bffdd44f228_s017,衣柜空间虽小但足够使用。,1,1,2,
q038,B_peft_4b_grounded,4ba7bdc9b246,quiet_sleep,1b1fece8ca00ba29_s009,房间非常安静，适合睡眠。,1,1,2,
q041,B_peft_4b_grounded,f6c6d40a783b,service,c1f6b51094ab59be_s001,员工非常友好且乐于助人。,1,1,2,
q041,B_peft_4b_grounded,f6c6d40a783b,service,70ada2e11e49e689_s003,礼宾部服务 helpful。,1,1,2,
q041,B_peft_4b_grounded,ad12fec3ad85,service,a3510910ff868c47_s001,服务很棒。,1,1,2,
q041,B_peft_4b_grounded,ad12fec3ad85,service,a3510910ff868c47_s002,员工非常亲切友好。,1,1,2,
q042,B_peft_4b_grounded,f6c6d40a783b,service,c1f6b51094ab59be_s001,员工友好且乐于助人。,1,1,2,
q042,B_peft_4b_grounded,f6c6d40a783b,room_facilities,9a95226c17686e1d_s001,房间舒适且装修有风格。,1,1,2,
q042,B_peft_4b_grounded,84953c35a9d0,service,bad29eb8b187257d_s002,员工友好且 helpful。,1,1,2,
q042,B_peft_4b_grounded,84953c35a9d0,room_facilities,17290e1ebdeaaf6d_s000,房间宽敞现代。,1,1,2,
q043,B_peft_4b_grounded,f6c6d40a783b,quiet_sleep,f06c47210d20df2f_s002,房间位置安静，利于睡眠。,1,1,2,
q043,B_peft_4b_grounded,f6c6d40a783b,quiet_sleep,d2ed7777de95ab72_s005,整体环境相对安静。,1,1,2,
q046,B_peft_4b_grounded,75fef46b9663,room_facilities,70104a60ccc20263_s002,房间舒适宽敞。,1,1,2,
q046,B_peft_4b_grounded,75fef46b9663,room_facilities,c9e7e8769ff06792_s002,床铺舒适，空间充足。,1,1,2,
q046,B_peft_4b_grounded,5ac72eb101c1,room_facilities,773410cb8381abf1_s029,房间宽敞且舒适。,1,1,2,
q046,B_peft_4b_grounded,5ac72eb101c1,room_facilities,c1fc69092404fcd5_s004,床铺舒适，包括沙发床。,1,1,2,
q047,B_peft_4b_grounded,75fef46b9663,quiet_sleep,ec1e4396484d5f98_s017,空调运行安静，街道噪音也不影响睡眠。,1,1,2,
q047,B_peft_4b_grounded,75fef46b9663,room_facilities,c9e7e8769ff06792_s002,房间宽敞舒适，床铺适合休息。,1,1,2,
q047,B_peft_4b_grounded,5ac72eb101c1,room_facilities,773410cb8381abf1_s029,房间空间大且床铺舒适。,1,1,2,
q048,B_peft_4b_grounded,75fef46b9663,quiet_sleep,ec1e4396484d5f98_s017,空调不吵且无街道噪音。,1,1,2,
q048,B_peft_4b_grounded,75fef46b9663,value,b28ce0d152c11807_s006,性价比不错。,1,1,2,
q048,B_peft_4b_grounded,5ac72eb101c1,value,3d6107babb5d5335_s006,价格实惠且位置便利。,1,1,2,
q077,B_peft_4b_grounded,bfb10d66f821,location_transport,68d99b391b76ab76_s000,位置交通便利，靠近本田中心、天使球场及餐厅。,1,1,2,
q077,B_peft_4b_grounded,bfb10d66f821,service,58a03e970d581959_s012,服务友好且可靠，符合其他万豪酒店标准。,1,1,2,
q078,B_peft_4b_grounded,72a9d2fbc96c,cleanliness,e22a5ff4dbceef13_s002,房间非常干净舒适。,1,1,2,
q078,B_peft_4b_grounded,72a9d2fbc96c,value,e22a5ff4dbceef13_s006,性价比不错。,1,1,2,
q078,B_peft_4b_grounded,bd1ba974bf11,cleanliness,a9b0347bca5861dc_s001,房间非常干净舒适。,1,1,2,
q078,B_peft_4b_grounded,bd1ba974bf11,room_facilities,588d98086599b735_s005,房间宽敞且配有厨房。,1,1,2,
q079,B_peft_4b_grounded,79c2d98fa1cb,service,a9b31551cfbd228d_s000,服务友好且高效。,1,1,2,
q079,B_peft_4b_grounded,79c2d98fa1cb,location_transport,a3d7d7d17030976e_s012,交通便利，靠近市中心。,1,1,2,
q079,B_peft_4b_grounded,7669c6fc99e7,service,70f5d5d92e74cd50_s002,员工友好且乐于助人。,1,1,2,
q079,B_peft_4b_grounded,7669c6fc99e7,location_transport,26297e902507438d_s000,位置绝佳，步行可达主要景点。,1,1,2,
q080,B_peft_4b_grounded,85a18ed72b1c,cleanliness,39e05ab75911b052_s001,房间干净且安静。,1,1,2,
q080,B_peft_4b_grounded,85a18ed72b1c,value,7aa75482fc9d5628_s012,性价比高。,1,1,2,
q080,B_peft_4b_grounded,d30be52b2a2a,cleanliness,e2c6fdca4d0b4650_s001,房间干净。,1,1,2,
q080,B_peft_4b_grounded,d30be52b2a2a,value,f5b07d7fd5826db0_s008,价格合理。,1,1,2,
q081,B_peft_4b_grounded,9e8bc983cff4,location_transport,06ebb7d7792a3c37_s000,位置靠近 Waikiki 和 Ala Moana 购物中心，交通便利。,1,1,2,
q081,B_peft_4b_grounded,9e8bc983cff4,service,62e880c744314ebb_s000,员工友好且乐于助人。,1,1,2,
q082,B_peft_4b_grounded,75334fbbe64c,value,bfadf45508eb134c_s000,性价比不错，价格与房间质量匹配。,1,1,2,
q082,B_peft_4b_grounded,75334fbbe64c,cleanliness,40aafea769bc74aa_s001,卫生干净，房间整洁舒适。,1,1,2,
q082,B_peft_4b_grounded,445d9279fa58,value,71affa8502040f0d_s000,在法国区性价比很高，价格合理。,1,1,2,
q082,B_peft_4b_grounded,445d9279fa58,cleanliness,fa645e7f09435edd_s002,房间非常干净，环境舒适。,1,1,2,
q083,B_peft_4b_grounded,98bd44439ff5,location_transport,d84997daa278ff03_s000,位置交通便利，靠近机场。,1,1,2,
q083,B_peft_4b_grounded,98bd44439ff5,service,89f59606eb0a8ad7_s004,员工友好且乐于助人。,1,1,2,
q083,B_peft_4b_grounded,e0eeae8afde3,location_transport,260ed33340e4cf63_s005,位置极佳，可步行至餐厅并乘公交出行。,1,1,2,
q083,B_peft_4b_grounded,e0eeae8afde3,service,ee8c97b808df0c8c_s000,员工非常友好且 helpful。,1,1,2,
q084,B_peft_4b_grounded,4ba7bdc9b246,cleanliness,be90326d3c9cf0f5_s004,房间干净舒适。,1,1,2,
q084,B_peft_4b_grounded,4ba7bdc9b246,value,03ec3e9e439a160b_s000,价格与预期相符。,1,1,2,
q084,B_peft_4b_grounded,7213d9173df3,cleanliness,e8ac16238c6cb44a_s000,房间干净。,1,1,2,
q084,B_peft_4b_grounded,7213d9173df3,value,29d2bdcea458aad1_s001,性价比高。,1,1,2,
q085,B_peft_4b_grounded,f6c6d40a783b,location_transport,7ac0ebdb1468018c_s000,位于市中心，交通位置极佳。,1,1,2,
q085,B_peft_4b_grounded,f6c6d40a783b,service,c1f6b51094ab59be_s001,员工友好且乐于助人。,1,1,2,
q085,B_peft_4b_grounded,84953c35a9d0,location_transport,4a1809718bb6888a_s000,位置便利，适合步行探索。,1,1,2,
q085,B_peft_4b_grounded,84953c35a9d0,service,bad29eb8b187257d_s002,员工友好且服务高效。,1,1,2,
q086,B_peft_4b_grounded,75fef46b9663,cleanliness,e4ef84bc184f5625_s003,房间干净且无霉味。,1,1,2,
q086,B_peft_4b_grounded,75fef46b9663,value,b28ce0d152c11807_s006,价格实惠，性价比高。,1,1,2,
q086,B_peft_4b_grounded,5ac72eb101c1,cleanliness,06e98a924068cb93_s003,房间干净舒适。,1,1,2,
q086,B_peft_4b_grounded,5ac72eb101c1,value,3d6107babb5d5335_s006,价格低廉，性价比高。,1,1,2,
