review_item_id,query_bundle_id,blind_label,query_text_zh,response_text,response_summary,unsupported_notice,response_json,recommendation_count
blind_006_D,bundle_006,D,帮我找Atlanta预算在 600 元以内，而且卫生干净不错的酒店。,"Summary: 推荐Atlanta卫生干净且位置优越的酒店。
Recommendations:
1. Georgia Tech Hotel Conference Center - 房间非常干净舒适。 | 整体卫生状况很好。
Unsupported notice: 用户要求的600元预算限制在现有证据中无法验证。",推荐Atlanta卫生干净且位置优越的酒店。,用户要求的600元预算限制在现有证据中无法验证。,"{""recommendations"": [{""hotel_id"": ""72a9d2fbc96c"", ""hotel_name"": ""Georgia Tech Hotel Conference Center"", ""reasons"": [{""aspect"": ""cleanliness"", ""reason_text"": ""房间非常干净舒适。"", ""sentence_id"": ""e22a5ff4dbceef13_s002""}, {""aspect"": ""cleanliness"", ""reason_text"": ""整体卫生状况很好。"", ""sentence_id"": ""4f7e030a6132d7b7_s000""}]}], ""summary"": ""推荐Atlanta卫生干净且位置优越的酒店。"", ""unsupported_notice"": ""用户要求的600元预算限制在现有证据中无法验证。""}",1
blind_006_A,bundle_006,A,帮我找Atlanta预算在 600 元以内，而且卫生干净不错的酒店。,"Summary: 推荐Atlanta卫生干净且服务良好的酒店。
Recommendations:
1. Georgia Tech Hotel Conference Center - 房间非常干净舒适。 | 房间干净且舒适。
2. Residence Inn Atlanta Midtown/Peachtree at 17th - 房间非常干净舒适。 | 房间始终干净且设施齐全。
Unsupported notice: 用户要求的600元以内预算在现有证据中无法验证。",推荐Atlanta卫生干净且服务良好的酒店。,用户要求的600元以内预算在现有证据中无法验证。,"{""recommendations"": [{""hotel_id"": ""72a9d2fbc96c"", ""hotel_name"": ""Georgia Tech Hotel Conference Center"", ""reasons"": [{""aspect"": ""cleanliness"", ""reason_text"": ""房间非常干净舒适。"", ""sentence_id"": ""4f7e030a6132d7b7_s000""}, {""aspect"": ""cleanliness"", ""reason_text"": ""房间干净且舒适。"", ""sentence_id"": ""e22a5ff4dbceef13_s002""}]}, {""hotel_id"": ""bd1ba974bf11"", ""hotel_name"": ""Residence Inn Atlanta Midtown/Peachtree at 17th"", ""reasons"": [{""aspect"": ""cleanliness"", ""reason_text"": ""房间非常干净舒适。"", ""sentence_id"": ""a9b0347bca5861dc_s001""}, {""aspect"": ""cleanliness"", ""reason_text"": ""房间始终干净且设施齐全。"", ""sentence_id"": ""789e445a28355d5c_s004""}]}], ""summary"": ""推荐Atlanta卫生干净且服务良好的酒店。"", ""unsupported_notice"": ""用户要求的600元以内预算在现有证据中无法验证。""}",2
blind_007_D,bundle_007,D,帮我找Chicago预算在 600 元以内，而且服务不错的酒店。,"Summary: 推荐两家芝加哥服务优秀的酒店，但预算限制无法验证。
Recommendations:
1. Chicago Marriott at Medical District/UIC - 酒店干净且非常欢迎客人。 | 整体而言，这是一家芝加哥的瑰宝。
2. Hampton Inn Chicago Downtown/N Loop/Michigan Ave - 客房和早餐服务很棒。 | 员工非常乐于助人，包括推荐河景游览。
Unsupported notice: 用户要求的600元以内预算限制在当前证据中无法验证。",推荐两家芝加哥服务优秀的酒店，但预算限制无法验证。,用户要求的600元以内预算限制在当前证据中无法验证。,"{""recommendations"": [{""hotel_id"": ""79c2d98fa1cb"", ""hotel_name"": ""Chicago Marriott at Medical District/UIC"", ""reasons"": [{""aspect"": ""service"", ""reason_text"": ""酒店干净且非常欢迎客人。"", ""sentence_id"": ""9506495343631d63_s008""}, {""aspect"": ""service"", ""reason_text"": ""整体而言，这是一家芝加哥的瑰宝。"", ""sentence_id"": ""fe0de34f810dcc8e_s010""}]}, {""hotel_id"": ""7669c6fc99e7"", ""hotel_name"": ""Hampton Inn Chicago Downtown/N Loop/Michigan Ave"", ""reasons"": [{""aspect"": ""service"", ""reason_text"": ""客房和早餐服务很棒。"", ""sentence_id"": ""26297e902507438d_s001""}, {""aspect"": ""service"", ""reason_text"": ""员工非常乐于助人，包括推荐河景游览。"", ""sentence_id"": ""26297e902507438d_s002""}]}], ""summary"": ""推荐两家芝加哥服务优秀的酒店，但预算限制无法验证。"", ""unsupported_notice"": ""用户要求的600元以内预算限制在当前证据中无法验证。""}",2
blind_007_C,bundle_007,C,帮我找Chicago预算在 600 元以内，而且服务不错的酒店。,"Summary: 推荐两家服务良好的芝加哥酒店，但预算限制无法验证。
Recommendations:
1. Chicago Marriott at Medical District/UIC - 员工友好且入住体验良好。 | 服务出色且价格合理。
2. Hampton Inn Chicago Downtown/N Loop/Michigan Ave - 员工非常友好且乐于助人。 | 客房和早餐服务很棒。
Unsupported notice: 用户要求的600元以内预算在证据中未找到支持信息，故未包含价格验证。",推荐两家服务良好的芝加哥酒店，但预算限制无法验证。,用户要求的600元以内预算在证据中未找到支持信息，故未包含价格验证。,"{""recommendations"": [{""hotel_id"": ""79c2d98fa1cb"", ""hotel_name"": ""Chicago Marriott at Medical District/UIC"", ""reasons"": [{""aspect"": ""service"", ""reason_text"": ""员工友好且入住体验良好。"", ""sentence_id"": ""a9b31551cfbd228d_s000""}, {""aspect"": ""service"", ""reason_text"": ""服务出色且价格合理。"", ""sentence_id"": ""9bb9606134929856_s011""}]}, {""hotel_id"": ""7669c6fc99e7"", ""hotel_name"": ""Hampton Inn Chicago Downtown/N Loop/Michigan Ave"", ""reasons"": [{""aspect"": ""service"", ""reason_text"": ""员工非常友好且乐于助人。"", ""sentence_id"": ""70f5d5d92e74cd50_s002""}, {""aspect"": ""service"", ""reason_text"": ""客房和早餐服务很棒。"", ""sentence_id"": ""26297e902507438d_s001""}]}], ""summary"": ""推荐两家服务良好的芝加哥酒店，但预算限制无法验证。"", ""unsupported_notice"": ""用户要求的600元以内预算在证据中未找到支持信息，故未包含价格验证。""}",2
blind_007_B,bundle_007,B,帮我找Chicago预算在 600 元以内，而且服务不错的酒店。,"Summary: 推荐Chicago服务优良且预算友好的酒店。
Recommendations:
1. Hampton Inn Chicago Downtown/N Loop/Michigan Ave - 员工乐于助人并提供推荐。 | 房间和早餐服务都很棒。
Unsupported notice: 用户要求的600元预算限制在现有证据中无法验证。",推荐Chicago服务优良且预算友好的酒店。,用户要求的600元预算限制在现有证据中无法验证。,"{""recommendations"": [{""hotel_id"": ""7669c6fc99e7"", ""hotel_name"": ""Hampton Inn Chicago Downtown/N Loop/Michigan Ave"", ""reasons"": [{""aspect"": ""service"", ""reason_text"": ""员工乐于助人并提供推荐。"", ""sentence_id"": ""26297e902507438d_s002""}, {""aspect"": ""service"", ""reason_text"": ""房间和早餐服务都很棒。"", ""sentence_id"": ""26297e902507438d_s001""}]}], ""summary"": ""推荐Chicago服务优良且预算友好的酒店。"", ""unsupported_notice"": ""用户要求的600元预算限制在现有证据中无法验证。""}",1
blind_007_A,bundle_007,A,帮我找Chicago预算在 600 元以内，而且服务不错的酒店。,"Summary: 推荐Chicago服务优良且性价比高的酒店。
Recommendations:
1. Chicago Marriott at Medical District/UIC - 员工友好且入住流程顺畅。 | 整体服务与设施令人满意。
2. Hampton Inn Chicago Downtown/N Loop/Michigan Ave - 员工乐于助人并提供推荐。 | 前台接待非常友好且高效。
Unsupported notice: 用户要求的600元预算限制在现有证据中无法验证。",推荐Chicago服务优良且性价比高的酒店。,用户要求的600元预算限制在现有证据中无法验证。,"{""recommendations"": [{""hotel_id"": ""79c2d98fa1cb"", ""hotel_name"": ""Chicago Marriott at Medical District/UIC"", ""reasons"": [{""aspect"": ""service"", ""reason_text"": ""员工友好且入住流程顺畅。"", ""sentence_id"": ""a9b31551cfbd228d_s000""}, {""aspect"": ""service"", ""reason_text"": ""整体服务与设施令人满意。"", ""sentence_id"": ""58dc0b366217a240_s014""}]}, {""hotel_id"": ""7669c6fc99e7"", ""hotel_name"": ""Hampton Inn Chicago Downtown/N Loop/Michigan Ave"", ""reasons"": [{""aspect"": ""service"", ""reason_text"": ""员工乐于助人并提供推荐。"", ""sentence_id"": ""26297e902507438d_s002""}, {""aspect"": ""service"", ""reason_text"": ""前台接待非常友好且高效。"", ""sentence_id"": ""70f5d5d92e74cd50_s002""}]}], ""summary"": ""推荐Chicago服务优良且性价比高的酒店。"", ""unsupported_notice"": ""用户要求的600元预算限制在现有证据中无法验证。""}",2
blind_008_D,bundle_008,D,我想在Chicago找一家离景点步行 10 分钟内、而且房间设施好的酒店。,"Summary: 推荐两家芝加哥设施优良且位置便利的酒店。
Recommendations:
1. Hampton Inn Chicago Downtown/N Loop/Michigan Ave - 房间服务与设施表现优秀。 | 房间舒适且位置极佳。
2. Chicago Marriott at Medical District/UIC - 房间尺寸适宜且设施整洁。 | 整体环境干净，服务友好。",推荐两家芝加哥设施优良且位置便利的酒店。,,"{""recommendations"": [{""hotel_id"": ""7669c6fc99e7"", ""hotel_name"": ""Hampton Inn Chicago Downtown/N Loop/Michigan Ave"", ""reasons"": [{""aspect"": ""room_facilities"", ""reason_text"": ""房间服务与设施表现优秀。"", ""sentence_id"": ""26297e902507438d_s001""}, {""aspect"": ""room_facilities"", ""reason_text"": ""房间舒适且位置极佳。"", ""sentence_id"": ""70f5d5d92e74cd50_s001""}]}, {""hotel_id"": ""79c2d98fa1cb"", ""hotel_name"": ""Chicago Marriott at Medical District/UIC"", ""reasons"": [{""aspect"": ""room_facilities"", ""reason_text"": ""房间尺寸适宜且设施整洁。"", ""sentence_id"": ""c406dcc729c5503f_s002""}, {""aspect"": ""room_facilities"", ""reason_text"": ""整体环境干净，服务友好。"", ""sentence_id"": ""57aabee8f813a19b_s000""}]}], ""summary"": ""推荐两家芝加哥设施优良且位置便利的酒店。"", ""unsupported_notice"": """"}",2
blind_008_B,bundle_008,B,我想在Chicago找一家离景点步行 10 分钟内、而且房间设施好的酒店。,"Summary: 推荐两家芝加哥设施优良的酒店，但无法验证步行距离。
Recommendations:
1. Hampton Inn Chicago Downtown/N Loop/Michigan Ave - 房间舒适且视野极佳，住客对房间非常满意。 | 房间设施优秀，拥有绝佳的河流景观。
2. Chicago Marriott at Medical District/UIC - 房间尺寸适中，浴室空间良好。 | 床垫为定制款，品质优良。
Unsupported notice: 证据中未包含关于景点步行距离的信息，无法验证该需求。",推荐两家芝加哥设施优良的酒店，但无法验证步行距离。,证据中未包含关于景点步行距离的信息，无法验证该需求。,"{""recommendations"": [{""hotel_id"": ""7669c6fc99e7"", ""hotel_name"": ""Hampton Inn Chicago Downtown/N Loop/Michigan Ave"", ""reasons"": [{""aspect"": ""room_facilities"", ""reason_text"": ""房间舒适且视野极佳，住客对房间非常满意。"", ""sentence_id"": ""60c4e5df8c859e75_s000""}, {""aspect"": ""room_facilities"", ""reason_text"": ""房间设施优秀，拥有绝佳的河流景观。"", ""sentence_id"": ""4d41af7e95defdf8_s001""}]}, {""hotel_id"": ""79c2d98fa1cb"", ""hotel_name"": ""Chicago Marriott at Medical District/UIC"", ""reasons"": [{""aspect"": ""room_facilities"", ""reason_text"": ""房间尺寸适中，浴室空间良好。"", ""sentence_id"": ""c406dcc729c5503f_s002""}, {""aspect"": ""room_facilities"", ""reason_text"": ""床垫为定制款，品质优良。"", ""sentence_id"": ""64a198c9f6ff9412_s013""}]}], ""summary"": ""推荐两家芝加哥设施优良的酒店，但无法验证步行距离。"", ""unsupported_notice"": ""证据中未包含关于景点步行距离的信息，无法验证该需求。""}",2
blind_008_A,bundle_008,A,我想在Chicago找一家离景点步行 10 分钟内、而且房间设施好的酒店。,"Summary: 推荐Chicago设施优良且位置便利的酒店。
Recommendations:
1. Hampton Inn Chicago Downtown/N Loop/Michigan Ave - 房间服务与设施评价良好。 | 房间舒适但空间适中。
2. Chicago Marriott at Medical District/UIC - 房间尺寸与卫生状况优秀。 | 整体干净且设施不错。
Unsupported notice: 无法验证步行 10 分钟到达景点的证据。",推荐Chicago设施优良且位置便利的酒店。,无法验证步行 10 分钟到达景点的证据。,"{""recommendations"": [{""hotel_id"": ""7669c6fc99e7"", ""hotel_name"": ""Hampton Inn Chicago Downtown/N Loop/Michigan Ave"", ""reasons"": [{""aspect"": ""room_facilities"", ""reason_text"": ""房间服务与设施评价良好。"", ""sentence_id"": ""26297e902507438d_s001""}, {""aspect"": ""room_facilities"", ""reason_text"": ""房间舒适但空间适中。"", ""sentence_id"": ""60c4e5df8c859e75_s001""}]}, {""hotel_id"": ""79c2d98fa1cb"", ""hotel_name"": ""Chicago Marriott at Medical District/UIC"", ""reasons"": [{""aspect"": ""room_facilities"", ""reason_text"": ""房间尺寸与卫生状况优秀。"", ""sentence_id"": ""c406dcc729c5503f_s002""}, {""aspect"": ""room_facilities"", ""reason_text"": ""整体干净且设施不错。"", ""sentence_id"": ""57aabee8f813a19b_s000""}]}], ""summary"": ""推荐Chicago设施优良且位置便利的酒店。"", ""unsupported_notice"": ""无法验证步行 10 分钟到达景点的证据。""}",2
blind_008_C,bundle_008,C,我想在Chicago找一家离景点步行 10 分钟内、而且房间设施好的酒店。,"Summary: 推荐Chicago设施优良且房间舒适的酒店。
Recommendations:
1. Hampton Inn Chicago Downtown/N Loop/Michigan Ave - 房间宽敞舒适，视野极佳。 | 房间设施令人满意，景观优美。
2. Chicago Marriott at Medical District/UIC - 房间尺寸合适，设施良好。 | 床垫舒适，配置专业。
Unsupported notice: 无法验证酒店是否满足景点步行 10 分钟内的要求。",推荐Chicago设施优良且房间舒适的酒店。,无法验证酒店是否满足景点步行 10 分钟内的要求。,"{""recommendations"": [{""hotel_id"": ""7669c6fc99e7"", ""hotel_name"": ""Hampton Inn Chicago Downtown/N Loop/Michigan Ave"", ""reasons"": [{""aspect"": ""room_facilities"", ""reason_text"": ""房间宽敞舒适，视野极佳。"", ""sentence_id"": ""60c4e5df8c859e75_s000""}, {""aspect"": ""room_facilities"", ""reason_text"": ""房间设施令人满意，景观优美。"", ""sentence_id"": ""4d41af7e95defdf8_s001""}]}, {""hotel_id"": ""79c2d98fa1cb"", ""hotel_name"": ""Chicago Marriott at Medical District/UIC"", ""reasons"": [{""aspect"": ""room_facilities"", ""reason_text"": ""房间尺寸合适，设施良好。"", ""sentence_id"": ""c406dcc729c5503f_s002""}, {""aspect"": ""room_facilities"", ""reason_text"": ""床垫舒适，配置专业。"", ""sentence_id"": ""64a198c9f6ff9412_s013""}]}], ""summary"": ""推荐Chicago设施优良且房间舒适的酒店。"", ""unsupported_notice"": ""无法验证酒店是否满足景点步行 10 分钟内的要求。""}",2
blind_009_C,bundle_009,C,我想在New Orleans找一家离景点步行 10 分钟内、而且位置交通好的酒店。,"Summary: 推荐两家新奥尔良交通便利的酒店。
Recommendations:
1. St. James Hotel, an Ascend Hotel Collection Member - 酒店位于绝佳位置。
2. Best Western Plus French Quarter Landmark Hotel - 酒店位于良好位置。",推荐两家新奥尔良交通便利的酒店。,,"{""recommendations"": [{""hotel_id"": ""75334fbbe64c"", ""hotel_name"": ""St. James Hotel, an Ascend Hotel Collection Member"", ""reasons"": [{""aspect"": ""location_transport"", ""reason_text"": ""酒店位于绝佳位置。"", ""sentence_id"": ""fe40f20851ce5cdf_s000""}]}, {""hotel_id"": ""445d9279fa58"", ""hotel_name"": ""Best Western Plus French Quarter Landmark Hotel"", ""reasons"": [{""aspect"": ""location_transport"", ""reason_text"": ""酒店位于良好位置。"", ""sentence_id"": ""d58c047dc7d8f929_s000""}]}], ""summary"": ""推荐两家新奥尔良交通便利的酒店。"", ""unsupported_notice"": """"}",2
blind_009_D,bundle_009,D,我想在New Orleans找一家离景点步行 10 分钟内、而且位置交通好的酒店。,"Summary: 推荐两家新奥尔良交通便利的酒店。
Recommendations:
1. St. James Hotel, an Ascend Hotel Collection Member - 酒店位于新奥尔良景点的合理步行距离内。 | 酒店位置极佳，非常靠近法国区。
2. Best Western Plus French Quarter Landmark Hotel - 酒店位于法国区边缘，但可轻松步行至市中心。 | 酒店位置良好。",推荐两家新奥尔良交通便利的酒店。,,"{""recommendations"": [{""hotel_id"": ""75334fbbe64c"", ""hotel_name"": ""St. James Hotel, an Ascend Hotel Collection Member"", ""reasons"": [{""aspect"": ""location_transport"", ""reason_text"": ""酒店位于新奥尔良景点的合理步行距离内。"", ""sentence_id"": ""e0eb47498dba499b_s006""}, {""aspect"": ""location_transport"", ""reason_text"": ""酒店位置极佳，非常靠近法国区。"", ""sentence_id"": ""d7e5e87b423db055_s000""}]}, {""hotel_id"": ""445d9279fa58"", ""hotel_name"": ""Best Western Plus French Quarter Landmark Hotel"", ""reasons"": [{""aspect"": ""location_transport"", ""reason_text"": ""酒店位于法国区边缘，但可轻松步行至市中心。"", ""sentence_id"": ""667beb34e7d7221a_s000""}, {""aspect"": ""location_transport"", ""reason_text"": ""酒店位置良好。"", ""sentence_id"": ""d58c047dc7d8f929_s000""}]}], ""summary"": ""推荐两家新奥尔良交通便利的酒店。"", ""unsupported_notice"": """"}",2
blind_009_B,bundle_009,B,我想在New Orleans找一家离景点步行 10 分钟内、而且位置交通好的酒店。,"Summary: 推荐新奥尔良交通位置优越的酒店。
Recommendations:
1. St. James Hotel, an Ascend Hotel Collection Member - 位置极佳，适合出行。 | 地段优越，服务友好。
2. Best Western Plus French Quarter Landmark Hotel - 位置良好，入住舒适。
Unsupported notice: 用户要求的步行 10 分钟到景点在证据中无法验证。",推荐新奥尔良交通位置优越的酒店。,用户要求的步行 10 分钟到景点在证据中无法验证。,"{""recommendations"": [{""hotel_id"": ""75334fbbe64c"", ""hotel_name"": ""St. James Hotel, an Ascend Hotel Collection Member"", ""reasons"": [{""aspect"": ""location_transport"", ""reason_text"": ""位置极佳，适合出行。"", ""sentence_id"": ""fe40f20851ce5cdf_s000""}, {""aspect"": ""location_transport"", ""reason_text"": ""地段优越，服务友好。"", ""sentence_id"": ""ddfe01ae6b76cea1_s000""}]}, {""hotel_id"": ""445d9279fa58"", ""hotel_name"": ""Best Western Plus French Quarter Landmark Hotel"", ""reasons"": [{""aspect"": ""location_transport"", ""reason_text"": ""位置良好，入住舒适。"", ""sentence_id"": ""d58c047dc7d8f929_s000""}]}], ""summary"": ""推荐新奥尔良交通位置优越的酒店。"", ""unsupported_notice"": ""用户要求的步行 10 分钟到景点在证据中无法验证。""}",2
blind_009_A,bundle_009,A,我想在New Orleans找一家离景点步行 10 分钟内、而且位置交通好的酒店。,"Summary: 推荐新奥尔良交通位置优越且步行便利的酒店。
Recommendations:
1. St. James Hotel, an Ascend Hotel Collection Member - 位置极佳，步行即可到达主要景点。 | 位于市中心，靠近法国区，交通十分便利。
2. Best Western Plus French Quarter Landmark Hotel - 位置良好，步行即可到达景点核心。 | 虽在边缘但步行距离很近，交通方便。
Unsupported notice: 无法验证步行 10 分钟内到达特定景点的证据。",推荐新奥尔良交通位置优越且步行便利的酒店。,无法验证步行 10 分钟内到达特定景点的证据。,"{""recommendations"": [{""hotel_id"": ""75334fbbe64c"", ""hotel_name"": ""St. James Hotel, an Ascend Hotel Collection Member"", ""reasons"": [{""aspect"": ""location_transport"", ""reason_text"": ""位置极佳，步行即可到达主要景点。"", ""sentence_id"": ""e0eb47498dba499b_s006""}, {""aspect"": ""location_transport"", ""reason_text"": ""位于市中心，靠近法国区，交通十分便利。"", ""sentence_id"": ""d7e5e87b423db055_s000""}]}, {""hotel_id"": ""445d9279fa58"", ""hotel_name"": ""Best Western Plus French Quarter Landmark Hotel"", ""reasons"": [{""aspect"": ""location_transport"", ""reason_text"": ""位置良好，步行即可到达景点核心。"", ""sentence_id"": ""d58c047dc7d8f929_s000""}, {""aspect"": ""location_transport"", ""reason_text"": ""虽在边缘但步行距离很近，交通方便。"", ""sentence_id"": ""667beb34e7d7221a_s000""}]}], ""summary"": ""推荐新奥尔良交通位置优越且步行便利的酒店。"", ""unsupported_notice"": ""无法验证步行 10 分钟内到达特定景点的证据。""}",2
blind_010_A,bundle_010,A,我想在Orlando找一家位置交通比较好的酒店。,"Summary: 推荐两家Orlando交通位置便利的酒店。
Recommendations:
1. Orlando Continental Plaza Hotel - 位置极佳，公园易于到达。 | 酒店位置非常棒。
2. Best Western Orlando East Inn & Suites - 位置非常方便。 | 适合度假或商务的好位置。",推荐两家Orlando交通位置便利的酒店。,,"{""recommendations"": [{""hotel_id"": ""e0eeae8afde3"", ""hotel_name"": ""Orlando Continental Plaza Hotel"", ""reasons"": [{""aspect"": ""location_transport"", ""reason_text"": ""位置极佳，公园易于到达。"", ""sentence_id"": ""260ed33340e4cf63_s005""}, {""aspect"": ""location_transport"", ""reason_text"": ""酒店位置非常棒。"", ""sentence_id"": ""a5c2f145aa7bec68_s006""}]}, {""hotel_id"": ""98bd44439ff5"", ""hotel_name"": ""Best Western Orlando East Inn & Suites"", ""reasons"": [{""aspect"": ""location_transport"", ""reason_text"": ""位置非常方便。"", ""sentence_id"": ""678cdefb30f1f0cc_s004""}, {""aspect"": ""location_transport"", ""reason_text"": ""适合度假或商务的好位置。"", ""sentence_id"": ""53933b6bd4c89715_s000""}]}], ""summary"": ""推荐两家Orlando交通位置便利的酒店。"", ""unsupported_notice"": """"}",2
blind_010_B,bundle_010,B,我想在Orlando找一家位置交通比较好的酒店。,"Summary: 推荐两家Orlando交通位置便利的酒店。
Recommendations:
1. Orlando Continental Plaza Hotel - 位置极佳，步行可达多家餐厅并方便乘坐公交。 | 可步行至众多餐厅，且能乘坐公交前往奥兰多各地。
2. Best Western Orlando East Inn & Suites - 位于繁忙街道，方便前往奥兰多所有区域。 | 靠近奥兰多桑福德国际机场，交通十分便捷。",推荐两家Orlando交通位置便利的酒店。,,"{""recommendations"": [{""hotel_id"": ""e0eeae8afde3"", ""hotel_name"": ""Orlando Continental Plaza Hotel"", ""reasons"": [{""aspect"": ""location_transport"", ""reason_text"": ""位置极佳，步行可达多家餐厅并方便乘坐公交。"", ""sentence_id"": ""260ed33340e4cf63_s005""}, {""aspect"": ""location_transport"", ""reason_text"": ""可步行至众多餐厅，且能乘坐公交前往奥兰多各地。"", ""sentence_id"": ""c853e1650f949d22_s029""}]}, {""hotel_id"": ""98bd44439ff5"", ""hotel_name"": ""Best Western Orlando East Inn & Suites"", ""reasons"": [{""aspect"": ""location_transport"", ""reason_text"": ""位于繁忙街道，方便前往奥兰多所有区域。"", ""sentence_id"": ""d84997daa278ff03_s000""}, {""aspect"": ""location_transport"", ""reason_text"": ""靠近奥兰多桑福德国际机场，交通十分便捷。"", ""sentence_id"": ""0389b211be86be67_s000""}]}], ""summary"": ""推荐两家Orlando交通位置便利的酒店。"", ""unsupported_notice"": """"}",2
blind_010_D,bundle_010,D,我想在Orlando找一家位置交通比较好的酒店。,"Summary: 推荐Orlando交通位置优越的酒店。
Recommendations:
1. Orlando Continental Plaza Hotel - 位置极佳，公园交通方便。 | 景点交通非常便利。
2. Best Western Orlando East Inn & Suites - 位置非常便利。 | 适合度假或商务，位置良好。",推荐Orlando交通位置优越的酒店。,,"{""recommendations"": [{""hotel_id"": ""e0eeae8afde3"", ""hotel_name"": ""Orlando Continental Plaza Hotel"", ""reasons"": [{""aspect"": ""location_transport"", ""reason_text"": ""位置极佳，公园交通方便。"", ""sentence_id"": ""260ed33340e4cf63_s005""}, {""aspect"": ""location_transport"", ""reason_text"": ""景点交通非常便利。"", ""sentence_id"": ""260ed33340e4cf63_s007""}]}, {""hotel_id"": ""98bd44439ff5"", ""hotel_name"": ""Best Western Orlando East Inn & Suites"", ""reasons"": [{""aspect"": ""location_transport"", ""reason_text"": ""位置非常便利。"", ""sentence_id"": ""678cdefb30f1f0cc_s004""}, {""aspect"": ""location_transport"", ""reason_text"": ""适合度假或商务，位置良好。"", ""sentence_id"": ""53933b6bd4c89715_s000""}]}], ""summary"": ""推荐Orlando交通位置优越的酒店。"", ""unsupported_notice"": """"}",2
blind_010_C,bundle_010,C,我想在Orlando找一家位置交通比较好的酒店。,"Summary: 推荐Orlando交通位置便利的酒店。
Recommendations:
1. Orlando Continental Plaza Hotel - 步行可达多家餐厅且可乘公交前往 Orlando 各地。 | 位置极佳，步行至餐厅并搭乘公交十分方便。
2. Best Western Orlando East Inn & Suites - 位置优越，步行即可到达 Orlando 各区。 | 距离 Orlando Sanford 国际机场仅几步之遥。",推荐Orlando交通位置便利的酒店。,,"{""recommendations"": [{""hotel_id"": ""e0eeae8afde3"", ""hotel_name"": ""Orlando Continental Plaza Hotel"", ""reasons"": [{""aspect"": ""location_transport"", ""reason_text"": ""步行可达多家餐厅且可乘公交前往 Orlando 各地。"", ""sentence_id"": ""260ed33340e4cf63_s005""}, {""aspect"": ""location_transport"", ""reason_text"": ""位置极佳，步行至餐厅并搭乘公交十分方便。"", ""sentence_id"": ""c853e1650f949d22_s029""}]}, {""hotel_id"": ""98bd44439ff5"", ""hotel_name"": ""Best Western Orlando East Inn & Suites"", ""reasons"": [{""aspect"": ""location_transport"", ""reason_text"": ""位置优越，步行即可到达 Orlando 各区。"", ""sentence_id"": ""d84997daa278ff03_s000""}, {""aspect"": ""location_transport"", ""reason_text"": ""距离 Orlando Sanford 国际机场仅几步之遥。"", ""sentence_id"": ""0389b211be86be67_s000""}]}], ""summary"": ""推荐Orlando交通位置便利的酒店。"", ""unsupported_notice"": """"}",2
